id,buggy_code,fixed_code,commit_message,commit_url,date
571,"if x = 5:
    print('x is 5')
# Sample ID: 571","if x == 5:
    print('x is 5')
# Sample ID: 571",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/9f2a070f212f120ed4e4623e3b0e2b3418837904,2024-03-12
572,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 572","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 572",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/3119191ac37ecbacfed8ee46d508eed34a3912d3,2024-06-20
573,"def foo()
    print('Missing colon in function definition')
# Sample ID: 573","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 573",Added missing parentheses for print function,https://github.com/open-source-repo/commit/002b6177d676719629f6d1e02cf897ff852bda40,2024-04-23
574,"while True
    do_something()
# Sample ID: 574","while True:
    do_something()
# Sample ID: 574",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/325ef804d49d50a7827f653c07330fa3bdc03354,2023-08-20
575,"for i in range(10):
print(i)
# Sample ID: 575","for i in range(10):
    print(i)
# Sample ID: 575",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/e3353f413d3fd31febc30d75d5ed3358f16ba253,2024-12-06
576,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 576","def greet(name):
    print('Hello, ' + name)
# Sample ID: 576",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/b2c965d0d6805dfc95d82c8dfd4160cf68230490,2025-05-27
577,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 577","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 577",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/a6a40a4ff2bd1e92967faedab0b9f3291d65122c,2024-06-11
578,"for i in range(10):
print(i)
# Sample ID: 578","for i in range(10):
    print(i)
# Sample ID: 578",Added missing parentheses for print function,https://github.com/open-source-repo/commit/bf7b054b7dc98b874192d517330ef59d46c5b213,2025-02-16
579,"for i in range(10):
print(i)
# Sample ID: 579","for i in range(10):
    print(i)
# Sample ID: 579",Improved readability with proper indentation,https://github.com/open-source-repo/commit/99c9dc7ba0548a0e9efeda2b80d307c1d999ddbd,2023-09-19
580,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 580","def greet(name):
    print('Hello, ' + name)
# Sample ID: 580",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/a6274848a4efc90c6068d10f546d267be9e35ca4,2024-04-05
581,"while True
    do_something()
# Sample ID: 581","while True:
    do_something()
# Sample ID: 581",Updated function definition to include colon,https://github.com/open-source-repo/commit/07a21b27d84907616fc5fad6ea9be8239e6ab289,2024-07-05
582,"def foo()
    print('Missing colon in function definition')
# Sample ID: 582","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 582",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/243a44666c54e7cfa572e0690ad7652c0d28e943,2024-06-21
583,"x = [1, 2, 3]
print x
# Sample ID: 583","x = [1, 2, 3]
print(x)
# Sample ID: 583",Improved readability with proper indentation,https://github.com/open-source-repo/commit/55fe56ee8f3f1d2785227d34b16c41b6d31bd50e,2025-02-27
584,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 584","def greet(name):
    print('Hello, ' + name)
# Sample ID: 584",Minor syntax corrections,https://github.com/open-source-repo/commit/3c88b326e9b39dc9d4aa96d49a89816e9838603b,2024-12-22
585,"x = [1, 2, 3]
print x
# Sample ID: 585","x = [1, 2, 3]
print(x)
# Sample ID: 585",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/749f16480cb3ec05cf149380672c3bca4a004ce7,2023-10-27
586,"while True
    do_something()
# Sample ID: 586","while True:
    do_something()
# Sample ID: 586",Improved readability with proper indentation,https://github.com/open-source-repo/commit/077948aee55e35fc6f371871be20a287d5c0c7e6,2023-12-14
587,"x = [1, 2, 3]
print x
# Sample ID: 587","x = [1, 2, 3]
print(x)
# Sample ID: 587",Minor syntax corrections,https://github.com/open-source-repo/commit/2936a1b91b7bae44f6a9de0b4b4bd192c95a7e5f,2025-01-23
588,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/2849392dc3f0a3f4546f5be6fbf67f37ba307801,2024-10-06
589,"while True
    do_something()
# Sample ID: 589","while True:
    do_something()
# Sample ID: 589",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/518b1bde5f67db95ecce325146cc8edb1daaa5bc,2024-03-25
590,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 590","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 590",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/9ebeab2118182bc806ee1e64fb5789fb9e26e102,2024-02-08
591,"if x = 5:
    print('x is 5')
# Sample ID: 591","if x == 5:
    print('x is 5')
# Sample ID: 591",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/65c32e0fa168d6ca2f37ac06b149e18b72f7cb98,2023-08-06
592,"def add(a, b)
    return a + b
# Sample ID: 592","def add(a, b):
    return a + b
# Sample ID: 592",Added missing parentheses for print function,https://github.com/open-source-repo/commit/b694b876e4ba0bf41f8f249b1d873fdd32e8f4ec,2025-06-06
593,"while True
    do_something()
# Sample ID: 593","while True:
    do_something()
# Sample ID: 593",Added missing parentheses for print function,https://github.com/open-source-repo/commit/b23467d90a7acf9335703b340b750e846677823c,2024-01-19
594,"for i in range(10):
print(i)
# Sample ID: 594","for i in range(10):
    print(i)
# Sample ID: 594",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/cab203fb2e2acd83e64b0579e10496f0eea7f72d,2024-03-11
595,"while True
    do_something()
# Sample ID: 595","while True:
    do_something()
# Sample ID: 595",Updated function definition to include colon,https://github.com/open-source-repo/commit/6a5ba1d34d601e75ce4af9b461d50990219b0601,2024-12-18
596,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 596","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 596",Minor syntax corrections,https://github.com/open-source-repo/commit/9f3ea17c061ee9d5edc50a4ea0b69ec2f6f2f564,2024-05-28
597,"def foo()
    print('Missing colon in function definition')
# Sample ID: 597","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 597",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/ef9b7ea0d97ac76c67aa4f922181c7821af5065b,2025-06-15
598,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 598","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 598",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/09cce99218196e131b0f6e16fb004126fc84712a,2024-08-23
599,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 599","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 599",Minor syntax corrections,https://github.com/open-source-repo/commit/c4219ceb18904ba7665932a27f772df23d0f39c0,2024-10-05
600,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 600","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 600",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/f7f80b317b5e520a10a3c78467d4744e6b5d6946,2024-02-23
601,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 601","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 601",Improved readability with proper indentation,https://github.com/open-source-repo/commit/51b60aafbe590041a6935281ea14470c269af4b1,2024-02-12
602,"while True
    do_something()
# Sample ID: 602","while True:
    do_something()
# Sample ID: 602",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/be4a14107a7985ad908fc67bf4160c1730179ab2,2024-03-14
603,"while True
    do_something()
# Sample ID: 603","while True:
    do_something()
# Sample ID: 603",Added missing parentheses for print function,https://github.com/open-source-repo/commit/7d08646719465921566da8519d7f80b9983d2530,2024-11-05
604,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 604","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 604",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/128f78c3c88a280cc707a0e26d6a3516e27b74b0,2024-02-12
605,"def foo()
    print('Missing colon in function definition')
# Sample ID: 605","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 605",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/e20175e3cf6f0f1ddec0ec89629e886afd06a5a1,2023-08-15
606,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 606","def greet(name):
    print('Hello, ' + name)
# Sample ID: 606",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/710473ccc036272a7ef7767713d585725bcaa306,2024-11-04
607,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 607","def greet(name):
    print('Hello, ' + name)
# Sample ID: 607",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/b0c9ec65797960d96f8bafaaa2199a0314b9878c,2024-12-15
608,"def add(a, b)
    return a + b
# Sample ID: 608","def add(a, b):
    return a + b
# Sample ID: 608",Minor syntax corrections,https://github.com/open-source-repo/commit/4b8f6fb8ed10ae5f7e35c3c1ebbad3ca30b69bb5,2024-09-26
609,"for i in range(10):
print(i)
# Sample ID: 609","for i in range(10):
    print(i)
# Sample ID: 609",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/4dc35a61232ee6cfc201abb4ae0be7a2f527d863,2024-04-06
610,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 610","def greet(name):
    print('Hello, ' + name)
# Sample ID: 610",Added missing parentheses for print function,https://github.com/open-source-repo/commit/75eee26173d1e8b2916441b0850f3568bf5fa244,2023-08-10
611,"def add(a, b)
    return a + b
# Sample ID: 611","def add(a, b):
    return a + b
# Sample ID: 611",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/96be6c8272898b73a51029ebdf5a6dbea0208938,2024-04-16
612,"while True
    do_something()
# Sample ID: 612","while True:
    do_something()
# Sample ID: 612",Added missing parentheses for print function,https://github.com/open-source-repo/commit/4cd8c8b517bcf0023970a5d26a2d8224b0c88d95,2024-04-26
613,"def add(a, b)
    return a + b
# Sample ID: 613","def add(a, b):
    return a + b
# Sample ID: 613",Improved readability with proper indentation,https://github.com/open-source-repo/commit/1715a0b08fe9ee7a1d796fd5be7fc5ab48fa8636,2025-06-07
614,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 614","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 614",Updated function definition to include colon,https://github.com/open-source-repo/commit/4bc3becba5c4f9b09401e2e92415b0e7ca7a4bf3,2024-06-23
615,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 615","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 615",Minor syntax corrections,https://github.com/open-source-repo/commit/386293ce5194349d8405b3fa120fc7d51631d717,2023-12-06
616,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 616","def greet(name):
    print('Hello, ' + name)
# Sample ID: 616",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/5b4f1a7e26e1f0583f10fbfa4e723cfe5fafb5d1,2025-03-28
617,"def foo()
    print('Missing colon in function definition')
# Sample ID: 617","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 617",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/dcb5a80dcefad28c0694bce5ea3ef3e302e30422,2024-09-19
618,"if x = 5:
    print('x is 5')
# Sample ID: 618","if x == 5:
    print('x is 5')
# Sample ID: 618",Updated function definition to include colon,https://github.com/open-source-repo/commit/eeba3862a91b9c18d0ad706b53189546a6a414f2,2023-11-11
619,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 619","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 619",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/e03e62e98e6ef8b1fda37e087a755697edff86ab,2024-05-11
620,"def foo()
    print('Missing colon in function definition')
# Sample ID: 620","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 620",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/853df3b3978e177d59cbc90652caca944118a1f0,2023-08-17
621,"for i in range(10):
print(i)
# Sample ID: 621","for i in range(10):
    print(i)
# Sample ID: 621",Improved readability with proper indentation,https://github.com/open-source-repo/commit/e59a79f7600f96f4adefad031fb3e383dadca45f,2024-02-24
622,"while True
    do_something()
# Sample ID: 622","while True:
    do_something()
# Sample ID: 622",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/0f23a2604f0c6eeec1f4fac1fb028ed8b0c89224,2023-12-31
623,"while True
    do_something()
# Sample ID: 623","while True:
    do_something()
# Sample ID: 623",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/1a7694780397550756497633c11d9e908297ca3b,2024-12-19
624,"for i in range(10):
print(i)
# Sample ID: 624","for i in range(10):
    print(i)
# Sample ID: 624",Added missing parentheses for print function,https://github.com/open-source-repo/commit/be2561d723c46ce4be615a12bfdbc3ab2aff900c,2024-10-14
625,"while True
    do_something()
# Sample ID: 625","while True:
    do_something()
# Sample ID: 625",Minor syntax corrections,https://github.com/open-source-repo/commit/f0a5cf77cb8f654d86c65252d5a67958acd9d5f7,2024-07-30
626,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 626","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 626",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/b22bfa54a1d09feac3b73adce8ae1a6cef246fd9,2023-09-06
627,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 627","def greet(name):
    print('Hello, ' + name)
# Sample ID: 627",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/583b1531a8cd8ed5fed44decc834baca51f9669f,2024-05-05
